"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",78.62,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",79.3,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",75.93,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",74.31,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",75.32,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",72.58,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",72.71,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",71.77,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",70.61,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",67.86,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",67.24,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",65.03,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",66.61,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",65.14,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",62.67,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",60.93,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",56.12,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",55.81,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",54.9,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",54.42,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",55.3,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",53.28,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",51.19,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",49.75,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",45.91,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",44.12,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",43.67,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",43.08,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",42.36,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",41.49,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",38.66,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",38.31,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",37.58,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",37.05,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",35.99,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",33.99,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",33.22,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",32.4,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",30.93,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",29.52,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",28.94,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",27.83,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",27.18,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",26.55,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",24.87,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",24.01,
"BGD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",,"L"
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",0.51,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",0.56,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",0.72,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",0.91,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",1.44,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",1.77,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",2.45,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",2.68,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",2.95,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",3.22,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",3.74,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",4.16,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",4.28,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",4.11,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",4.09,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",4.64,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",4.86,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",4.99,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",5.01,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",5.4,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",5.5,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",5.33,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",5.2,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",5.61,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",5.2,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",5.44,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",5.51,
"BLR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",90.7,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",88.3,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",88.19,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",88.05,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",87.31,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",91.86,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",90.57,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",89.09,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",89.62,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",89.58,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",91.86,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",90.98,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",90.77,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",90.92,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",89.02,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",90.51,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",91.65,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",91.7,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",93.58,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",94.15,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",95.05,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",95,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",95.03,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",95.13,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",95.03,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",85.61,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",81.59,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",81.68,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",77.77,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",72.9,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",70.68,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",68.33,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",66.08,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",65.19,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",66.91,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",61.96,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",58.78,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",59.19,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",58.04,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",56.71,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",57.95,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",59.67,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",59.25,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",58.74,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",56.87,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",55.99,
"BEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",26.63,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",26.47,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",26.13,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",25.02,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",23.14,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",23.05,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",22.5,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",21.08,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",19.87,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",33.86,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",35.15,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",35.55,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",39.2,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",39.33,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",40.4,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",43.24,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",33.84,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",35.99,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",32.37,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",32.77,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",33.45,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",30.76,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",31.38,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",28.46,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",25.76,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",23.49,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",21.63,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",21.2,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",21.84,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",17.65,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",23.05,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",19.35,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",18.21,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",18.67,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",17,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",14.22,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",18.18,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",17.63,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",17.77,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",17.08,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",16.83,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",15.15,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",15.63,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",14.96,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",15.55,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",14.48,
"BOL","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",,"L"
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",6.07,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",9.58,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",10.26,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",9.9,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",32.11,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",31.35,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",34.57,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",20.97,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",16.77,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",19.63,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",14.21,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",14.93,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",14.42,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",12.95,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",14.48,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",13.84,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",12.93,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",9.9,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",10.05,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",11.53,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",13.43,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",7.79,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",8.11,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",12.42,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",15.96,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",16.85,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",15.58,
"BIH","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",,"L"
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",48.91,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",48.27,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",49.46,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",50.12,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",49.1,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",46.37,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",45.41,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",44.68,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",42.91,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",34.58,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",36.48,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",33.86,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",35.04,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",36.27,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",34.97,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",35.62,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",34.62,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",32.48,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",31.45,
"BWA","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",30.25,
